,P-11,m-10,P-8,m-7,M-6,m-6,P-5,A-4,d-5,P-4,M-3,m-3,M-2,m-2,P1,m2,M2,m3,A2,M3,P4,P5,m6,M6,m7,P8,M9,m10
819,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0
821,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0
823,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
824,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0
826,0,0,0,1,0,0,0,0,0,1,0,1,4,0,3,0,4,2,0,0,1,0,0,0,1,0,0,0
893,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0
894,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,2,0,0,1,0,0,0,0,0,0,0
895,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0
896,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
897,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,2,1,0,0,2,0,0,0,0,0,0,0
898,0,0,0,0,0,0,1,0,0,0,0,2,1,0,3,0,0,3,0,1,1,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0
900,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0
901,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
902,0,0,0,0,0,0,1,0,0,0,0,2,1,0,4,0,1,3,0,1,0,0,0,0,0,0,0,0
903,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
904,0,0,0,1,0,0,0,0,0,1,0,1,12,0,2,1,11,3,0,2,0,0,0,0,0,0,0,0
933,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,1,2,0,1,0,0,0,0,1,0,0,0
934,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0
935,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
936,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0
937,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0
938,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
939,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0
940,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
941,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0
942,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0
943,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,0,3,2,0,1,0,0,0,0,0,0,0,0
957,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0
958,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0
959,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,2,2,0,0,1,1,0,0,0,0,0,0
960,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,1,3,1,0,0,0,1,0,0,0,0,0,0
961,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0
962,0,0,0,0,0,1,0,0,0,2,0,3,7,0,6,0,3,4,0,0,2,2,0,0,0,0,0,0
963,0,0,0,0,0,0,0,0,0,2,0,7,8,0,2,0,3,6,0,1,0,1,0,1,0,0,0,0
964,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0
965,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0
966,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0
967,0,0,0,0,0,0,1,0,0,3,0,3,8,0,4,0,5,6,0,1,1,1,0,0,0,0,0,0
968,0,0,0,0,0,0,0,0,0,2,0,5,5,0,10,0,2,5,0,1,0,0,0,1,0,0,0,0
969,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0
970,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,2,4,0,0,0,1,0,0,0,0,0,0
